PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label
6,7.0,1684,14,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,792000,4784000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,57094,1,60,0.0,0
6,0.0,2302,30,34406,42,27,27,27,4294936,31,31,31,32,1500,52,52,1500,2302.0,34406.0,575,4,16835,14,568000,8600000,46,0,4,0,22,26064,11584,16128,63,0,0,0,0.0,0
6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0
6,0.0,2048,24,2410,26,27,27,27,0,0,0,31,32,485,52,52,485,2048.0,2410.0,656,5,837,6,16384000,19280000,46,0,4,0,0,14480,13032,36864,144,0,0,0,0.0,0
6,0.0,4576,18,2456,18,27,27,27,0,0,0,31,32,1180,52,52,1180,4576.0,2456.0,2128,6,1068,6,36608000,19648000,14,18,2,0,2,14480,14480,20480,80,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,10814,1,60,0.0,0
6,1.0,1493,27,2056,29,24,24,24,4294952,15,15,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,992000,1120000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0
6,0.0,1064,12,2260,12,27,27,27,0,0,0,31,32,828,52,52,828,1064.0,2260.0,372,3,970,3,8512000,18080000,20,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0
6,3.0,37552,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37552.0,3380.0,18304,17,958,7,300416000,27040000,66,2,2,0,24,15928,30408,32768,128,0,0,0,0.0,0
6,0.0,2854,46,30470,48,27,27,27,0,0,0,31,32,1352,52,52,1352,2854.0,30470.0,539,6,14815,16,22832000,243760000,72,0,0,2,20,28960,14480,6912,27,0,0,0,0.0,0
6,0.0,2438,38,19918,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,19918.0,539,6,9539,12,19504000,159344000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,835,1,60,0.0,0
6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0
6,0.0,2750,44,27174,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2750.0,27174.0,539,6,13167,15,22000000,217392000,70,0,2,0,18,27512,14480,6912,27,0,0,0,0.0,0
6,0.0,2230,34,12896,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,12896.0,539,6,6028,10,17840000,103168000,62,0,0,0,8,20272,14480,6912,27,0,0,0,0.0,0
6,0.0,13350,232,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,13350.0,548216.0,1679,20,272908,196,106800000,90760704,282,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0
6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0
6,0.0,12830,222,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,12830.0,548216.0,1679,20,272908,196,102640000,90760704,272,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0
6,0.0,4014,68,61134,70,27,27,27,0,0,0,31,32,1352,52,52,1352,4014.0,61134.0,547,6,30147,27,32112000,489072000,94,0,0,0,44,44888,14480,8960,35,0,0,0,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,8318,1,60,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,25285,1,60,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,19992,1,60,0.0,0
6,0.0,5278,92,90968,90,27,27,27,0,0,0,31,32,1358,52,52,1358,5278.0,90968.0,555,6,45116,38,42224000,727744000,116,0,0,0,66,60816,14480,11008,43,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,45455,1,60,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,24432,1,60,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,5593,1,60,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,64308,1,60,0.0,0
6,0.0,3808,18,2456,18,27,27,27,0,0,0,31,32,796,52,52,796,3808.0,2456.0,1744,6,1068,6,30464000,19648000,14,18,2,2,0,14480,14480,53248,208,0,0,0,0.0,0
6,0.0,4936,28,3080,30,27,27,27,0,0,0,31,32,1100,52,52,1100,4936.0,3080.0,2048,6,1068,6,39488000,24640000,36,18,2,0,2,14480,14480,0,0,0,0,0,0.0,0
6,0.0,4896,28,3080,30,27,27,27,0,0,0,31,32,1080,52,52,1080,4896.0,3080.0,2028,6,1068,6,39168000,24640000,36,18,2,0,2,14480,14480,60416,236,0,0,0,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,8675,1,60,0.0,0
6,0.0,3926,66,55486,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,55486.0,555,6,27323,26,31408000,443888000,92,0,0,6,36,43440,14480,11008,43,0,0,0,0.0,0
6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0
6,0.0,13766,240,548216,438,27,27,27,4294951,16,16,31,32,1500,52,52,1500,13766.0,548216.0,1679,20,272908,196,6472000,257984000,290,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0
6,0.0,2024,24,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,2024.0,4312.0,644,5,1788,5,16192000,34496000,42,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0
6,0.0,3864,18,2456,18,27,27,27,0,0,0,31,32,828,52,52,828,3864.0,2456.0,1772,6,1068,6,30912000,19648000,14,18,2,2,0,14480,14480,60416,236,0,0,0,0.0,0
6,0.0,4238,72,63878,74,27,27,27,0,0,0,31,32,1352,52,52,1352,4238.0,63878.0,555,6,31519,29,33904000,511024000,98,0,0,6,42,47784,14480,11008,43,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,17910,1,60,0.0,0
6,0.0,3944,18,2456,18,27,27,27,0,0,0,31,32,864,52,52,864,3944.0,2456.0,1812,6,1068,6,31552000,19648000,14,18,2,2,0,14480,14480,5120,20,0,0,0,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,28948,1,60,0.0,0
6,0.0,3428,16,624,12,19,19,19,0,0,0,254,255,1333,40,40,1333,3428.0,624.0,1538,4,144,2,27424000,4992000,26,0,0,0,2,16383,16383,512,2,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,0.0,4712,28,3080,30,27,27,27,0,0,0,31,32,988,52,52,988,4712.0,3080.0,1936,6,1068,6,37696000,24640000,36,18,2,2,0,14480,14480,36864,144,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,25534,1,60,0.0,0
6,3.0,37466,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37466.0,3380.0,18261,17,958,7,299728000,27040000,66,2,2,0,24,15928,30408,21760,85,0,0,0,0.0,0
6,92.0,5928,62,8010,58,27,27,27,0,0,0,31,32,900,52,52,900,5928.0,8010.0,2024,13,3325,16,47424000,64080000,108,2,4,6,0,28960,24616,59392,232,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,62173,1,60,0.0,0
17,0.0,544,4,304,4,0,0,0,0,0,0,31,32,156,52,52,156,544.0,304.0,0,0,0,0,4352000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,51352,1,60,0.0,0
6,0.0,2542,40,21874,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,21874.0,539,6,10517,13,20336000,174992000,66,0,0,2,14,24616,14480,6912,27,0,0,0,0.0,0
6,0.0,5278,92,85520,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5278.0,85520.0,555,6,42340,38,42224000,684160000,118,0,6,0,60,60816,14480,11008,43,0,0,0,0.0,0
6,0.0,2766,44,28906,46,27,27,27,0,0,0,31,32,1380,52,52,1380,2766.0,28906.0,547,6,14033,15,22128000,231248000,70,0,0,0,20,27512,14480,8960,35,0,0,0,0.0,0
6,0.0,1436,14,1436,14,26,26,26,0,0,0,31,32,329,52,52,329,1436.0,1436.0,506,3,506,3,11488000,11488000,24,0,4,0,0,8688,10136,64000,250,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,13015,1,60,0.0,0
6,0.0,3806,64,53008,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,53008.0,547,6,26084,25,30448000,424064000,90,0,0,4,36,41992,14480,8960,35,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,4800,1,60,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,32346,1,60,0.0,0
6,0.0,5174,90,85164,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5174.0,85164.0,555,6,42162,38,41392000,681312000,116,0,6,0,60,60816,14480,11008,43,0,0,0,0.0,0
6,0.0,2766,44,28892,46,27,27,27,0,0,0,31,32,1366,52,52,1366,2766.0,28892.0,547,6,14026,15,22128000,231136000,70,0,0,0,20,27512,14480,8960,35,0,0,0,0.0,0
6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,58319,1,60,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,40749,1,60,0.0,0
6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,0.0,2542,40,23050,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,23050.0,539,6,11157,13,20336000,184400000,64,0,0,0,16,24616,14480,6912,27,0,0,0,0.0,0
6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0
6,3.0,37146,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37146.0,3380.0,18101,17,958,7,297168000,27040000,66,2,2,0,24,15928,30408,46336,181,0,0,0,0.0,0
6,7.0,1580,12,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,736000,4784000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,10686,104,16158,110,27,27,27,0,0,0,31,32,1412,52,52,1412,10686.0,16158.0,4143,29,6827,31,85488000,129264000,172,20,16,2,4,50680,47784,12032,47,0,0,0,0.0,0
6,0.0,1064,12,2260,12,27,27,27,0,0,0,31,32,828,52,52,828,1064.0,2260.0,372,3,970,3,8512000,18080000,20,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0
6,0.0,3926,66,53634,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,53634.0,555,6,26397,26,31408000,429072000,90,2,0,6,36,43440,14480,11008,43,0,0,0,0.0,0
6,1.0,2383,43,3230,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3472.0,563,9,1066,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0
6,0.0,2542,40,23354,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,23354.0,539,6,11257,13,20336000,186832000,66,0,0,0,16,24616,14480,6912,27,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,2638,1,60,0.0,0
6,0.0,1540,16,1644,18,27,27,27,4294952,15,15,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,768000,816000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,3.0,37320,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37320.0,3380.0,18188,17,958,7,298560000,27040000,66,2,2,0,24,15928,30408,3072,12,0,0,0,0.0,0
6,0.0,3598,60,45458,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3598.0,45458.0,547,6,22309,23,28784000,363664000,90,0,0,0,32,39096,14480,8960,35,0,0,0,0.0,0
6,92.0,9608,110,12298,114,27,27,27,0,0,0,31,32,900,52,52,900,9608.0,12298.0,3240,25,4741,30,76864000,98384000,214,0,4,6,0,49232,41992,43008,168,0,0,0,0.0,0
6,0.0,35514,636,1641360,1278,27,27,27,4294951,16,16,31,32,1500,52,52,1500,35514.0,1641360.0,4025,54,817712,582,16712000,772400000,758,0,4,96,1056,65160,65160,47360,185,0,0,0,0.0,0
6,0.0,4030,68,58386,68,27,27,27,0,0,0,31,32,1352,52,52,1352,4030.0,58386.0,555,6,28773,26,32240000,467088000,94,0,0,0,42,43440,14480,11008,43,0,0,0,0.0,0
6,0.0,2646,42,24694,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,24694.0,539,6,11927,14,21168000,197552000,68,0,0,2,16,26064,14480,6912,27,0,0,0,0.0,0
6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0
6,92.0,5928,62,8010,58,27,27,27,0,0,0,31,32,900,52,52,900,5928.0,8010.0,2024,13,3325,16,47424000,64080000,108,2,4,6,0,28960,24616,59392,232,0,0,0,0.0,0
6,0.0,2766,44,27384,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2766.0,27384.0,547,6,13272,15,22128000,219072000,70,0,0,4,16,27512,14480,8960,35,0,0,0,0.0,0
17,0.0,544,4,304,4,0,0,0,0,0,0,31,32,156,52,52,156,544.0,304.0,0,0,0,0,4352000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,320,6,1958,8,27,19,27,0,0,0,31,32,819,52,52,819,320.0,1958.0,0,0,819,1,2560000,15664000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,0.0,2542,40,21834,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,21834.0,539,6,10497,13,20336000,174672000,66,0,0,2,14,24616,14480,6912,27,0,0,0,0.0,0
6,0.0,4550,78,67380,80,27,27,27,0,0,0,31,32,1352,52,52,1352,4550.0,67380.0,555,6,33270,32,36400000,539040000,110,0,0,0,48,52128,14480,11008,43,0,0,0,0.0,0
6,0.0,2766,44,26496,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2766.0,26496.0,547,6,12828,15,22128000,211968000,70,0,0,4,16,27512,14480,8960,35,0,0,0,0.0,0
17,0.0,132,2,164,2,0,0,0,0,0,0,31,31,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,8046,1,60,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,4024,22,2664,22,27,27,27,0,0,0,31,32,800,52,52,800,4024.0,2664.0,1748,6,1068,6,32192000,21312000,22,18,2,2,0,14480,14480,54272,212,0,0,0,0.0,0
6,3.0,37178,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37178.0,3276.0,18117,17,958,7,297424000,26208000,64,2,2,0,24,15928,30408,50432,197,0,0,0,0.0,0
6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0
6,0.0,3926,66,56628,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,56628.0,555,6,27894,26,31408000,453024000,92,0,0,6,36,43440,14480,11008,43,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,7.0,1060,8,824,10,27,27,27,0,0,0,31,32,370,52,52,370,1060.0,824.0,370,1,200,1,8480000,6592000,14,2,2,0,0,7240,7240,29184,114,0,0,0,0.0,0
6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,1.0,2487,45,3498,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3740.0,563,9,1125,13,13736000,16328000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0
6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0
17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,1064,12,2260,12,27,27,27,0,0,0,31,32,828,52,52,828,1064.0,2260.0,372,3,970,3,8512000,18080000,20,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,62521,1,60,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,21404,1,60,0.0,0
6,0.0,2542,40,21294,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,21294.0,539,6,10227,13,20336000,170352000,66,0,2,0,14,24616,14480,6912,27,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0
6,3.0,37834,54,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37834.0,3380.0,18445,18,958,7,302672000,27040000,68,2,2,0,24,15928,31856,3328,13,0,0,0,0.0,0
6,1.0,2383,43,3409,49,25,25,25,0,0,0,31,32,106,52,52,106,2830.0,3651.0,563,9,1036,12,12976000,15688000,103,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,0.0,3856,18,2456,18,27,27,27,0,0,0,31,32,820,52,52,820,3856.0,2456.0,1768,6,1068,6,30848000,19648000,14,18,2,2,0,14480,14480,59392,232,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
17,0.0,568,4,320,4,0,0,0,0,0,0,31,32,142,80,80,142,568.0,320.0,0,0,0,0,4544000,2560000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,3320,3,12640000,81344000,18,0,6,0,6,8688,8688,16896,66,0,0,0,0.0,0
6,0.0,3926,66,54462,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,54462.0,555,6,26811,26,31408000,435696000,92,0,0,6,36,43440,14480,11008,43,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,0.0,12450,216,495632,396,27,27,27,4294951,16,16,31,32,1500,52,52,1500,12450.0,495632.0,1541,18,246720,177,5856000,233232000,260,0,6,28,318,65160,31856,1280,5,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,994690.0,88961272.0,578,2,4820,4,5560000,40464000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,4.0,7822,122,14836,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7822.0,14836.0,2243,29,5750,31,62576000,118688000,222,18,4,2,2,50680,47784,49920,195,0,0,0,0.0,0
6,0.0,4342,74,65288,74,27,27,27,0,0,0,31,32,1352,52,52,1352,4342.0,65288.0,555,6,32224,29,34736000,522304000,100,0,0,0,48,47784,14480,11008,43,0,0,0,0.0,0
6,7.0,1580,12,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,736000,4784000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0
